Student Number,Gender,Race Ethnicity,Parental Education,Lunch,Test Preparation,Math Score,Reading Score,Writing Score,Science Score,Total Score,Grade
std-2808,Male,group D,high school,1,0,36,61,74,72,243,C
std-2809,Male,group B,some college,1,1,93,76,71,47,287,B
std-2810,Male,group C,some college,1,0,36,98,40,77,251,B
std-2811,Male,group A,bachelor's degree,0,1,79,89,94,38,300,B
std-2812,Male,group D,some college,1,1,49,100,52,58,259,B
std-2813,Male,group C,associate's degree,0,1,76,87,57,59,279,B
std-2814,Male,group B,high school,0,0,89,17,50,91,247,C
std-2815,Male,group C,some high school,0,1,42,81,61,21,205,C
std-2816,Male,group D,some high school,0,0,100,86,56,63,305,B
std-2817,Male,group C,bachelor's degree,1,0,50,58,62,57,227,C
std-2818,Male,group C,some college,0,0,69,100,96,71,336,A
std-2819,Male,group D,high school,1,0,26,95,34,61,216,C
std-2820,Male,group A,some high school,1,1,60,54,30,68,212,C
std-2821,Male,group B,associate's degree,1,0,82,95,99,97,373,A
std-2822,Male,group B,some high school,1,1,78,83,59,66,286,B
std-2823,Male,group D,master's degree,1,0,72,51,66,37,226,C
std-2824,Male,group C,high school,0,0,60,71,57,87,275,B
std-2825,Male,group C,high school,0,0,70,55,10,74,209,C
std-2826,Male,group E,some high school,0,1,34,54,66,80,234,C
std-2827,Male,group D,some college,1,1,41,56,90,46,233,C
std-2828,Male,group C,some college,1,1,50,71,75,43,239,C
std-2829,Male,group B,high school,0,0,71,89,64,91,315,B
std-2830,Male,group C,associate's degree,1,1,22,87,67,59,235,C
std-2831,Male,group B,associate's degree,1,0,77,64,89,62,292,B
std-2832,Male,group D,master's degree,0,1,33,88,42,78,241,C
std-2833,Male,group D,some college,1,0,100,95,72,100,367,A
std-2834,Male,group C,high school,1,0,52,100,49,88,289,B
std-2835,Male,group E,associate's degree,1,0,51,67,71,88,277,B
std-2836,Male,group D,high school,1,0,45,68,66,74,253,B
std-2837,Male,group D,associate's degree,1,0,9,41,58,67,175,D
std-2838,Male,group C,associate's degree,1,0,79,88,60,72,299,B
std-2839,Male,group D,some high school,0,0,84,52,47,48,231,C
std-2840,Male,group B,high school,1,0,60,80,85,79,304,B
std-2841,Male,group D,some college,1,0,31,71,62,50,214,C
std-2842,Male,group C,some high school,1,0,8,55,66,47,176,D
std-2843,Male,group D,high school,1,1,43,100,61,61,265,B
std-2844,Male,group E,some college,0,0,77,76,67,27,247,C
std-2845,Male,group B,high school,0,0,18,85,99,78,280,B
std-2846,Male,group C,high school,1,1,48,54,91,100,293,B
std-2847,Male,group D,bachelor's degree,0,0,29,67,100,62,258,B
std-2848,Male,group E,associate's degree,1,0,55,100,77,12,244,C
std-2849,Male,group A,associate's degree,1,0,25,79,73,46,223,C
std-2850,Male,group B,high school,1,0,53,77,50,9,189,D
std-2851,Male,group A,associate's degree,0,0,43,97,59,41,240,C
std-2852,Male,group E,some high school,1,0,38,75,87,48,248,C
std-2853,Male,group B,master's degree,0,1,64,88,82,78,312,B
std-2854,Male,group E,bachelor's degree,1,1,70,72,43,33,218,C
std-2855,Male,group B,high school,0,0,97,58,54,100,309,B
std-2856,Male,group A,some college,0,1,16,78,39,97,230,C
std-2857,Male,group C,associate's degree,0,0,55,98,55,77,285,B
std-2858,Male,group D,bachelor's degree,1,1,49,67,61,76,253,B
std-2859,Male,group C,master's degree,0,0,69,71,91,39,270,B
std-2860,Male,group C,high school,1,0,37,92,66,66,261,B
std-2861,Male,group C,bachelor's degree,0,0,81,98,94,83,356,A
std-2862,Male,group C,master's degree,0,0,22,66,73,51,212,C
std-2863,Male,group C,some college,1,0,95,52,51,100,298,B
std-2864,Male,group E,high school,0,0,13,92,29,40,174,D
std-2865,Male,group C,master's degree,1,1,26,89,62,54,231,C
std-2866,Male,group B,some college,0,1,\t41,71,100,74,286,B
std-2867,Male,group D,associate's degree,1,0,42,65,100,88,295,B
std-2868,Male,group C,associate's degree,1,0,48,87,42,41,218,C
std-2869,Male,group E,some high school,1,0,44,80,44,36,204,C
std-2870,Male,group A,some high school,1,1,45,75,73,71,264,B
std-2871,Male,group D,high school,1,1,74,30,59,62,225,C
std-2872,Male,group C,associate's degree,0,1,63,57,45,75,240,C
std-2873,Male,group D,some high school,1,0,13,91,68,31,203,C
std-2874,Male,group E,some college,1,0,67,74,81,41,263,B
std-2875,Male,group D,bachelor's degree,1,1,40,71,57,87,255,B
std-2876,Male,group B,master's degree,1,0,21,87,95,58,261,B
std-2877,Male,group D,associate's degree,0,1,63,68,100,44,275,B
std-2878,Male,group B,high school,1,0,47,65,76,75,263,B
std-2879,Male,group C,associate's degree,0,0,46,100,91,81,318,B
std-2880,Male,group B,high school,1,0,43,84,61,39,227,C
std-2881,Male,group E,master's degree,1,0,17,48,23,50,138,Fail
std-2882,Male,group C,bachelor's degree,1,0,80,60,67,87,294,B
std-2883,Male,group C,bachelor's degree,0,0,20,100,76,26,222,C
std-2884,Male,group C,some college,1,1,86,75,100,90,351,A
std-2885,Male,group A,some college,1,0,27,45,29,41,142,Fail
std-2886,Male,group D,high school,1,0,59,100,100,60,319,B
std-2887,Male,group B,some college,1,1,59,100,61,56,276,B
std-2888,Male,group C,high school,1,0,52,60,71,81,264,B
std-2889,Male,group D,some college,0,1,33,58,64,53,208,C
std-2890,Male,group E,master's degree,1,1,27,83,66,16,192,D
std-2891,Male,group B,associate's degree,0,0,33,78,45,74,230,C
std-2892,Male,group D,associate's degree,1,0,45,85,79,43,252,B
std-2893,Male,group D,some college,1,0,66,45,85,39,235,C
std-2894,Male,group C,some college,0,0,52,32,100,60,244,C
std-2895,Male,group D,associate's degree,1,0,32,46,56,67,201,C
std-2896,Male,group C,master's degree,1,1,20,83,80,59,242,C
std-2897,Male,group A,master's degree,0,0,29,79,62,51,221,C
std-2898,Male,group D,some high school,1,0,36,100,69,83,288,B
std-2899,Male,group C\n,associate's degree,1,0,23,82,69,81,255,B
std-2900,Male,group A,some college,0,0,48,68,63,51,230,C
std-2901,Male,group D,bachelor's degree,1,0,36,59,10,35,140,Fail
std-2902,Male,group C,master's degree,1,1,69,91,46,71,277,B
std-2903,Male,group C,some college,0,0,54,78,53,70,255,B
std-2904,Male,group B,high school,0,0,48,85,78,61,272,B
std-2905,Male,group D,bachelor's degree,0,0,55,39,82,94,270,B
std-2906,Male,group B,some college,1,1,20,100,70,56,246,C
std-2907,Male,group B,some college,1,1,100,88,51,47,286,B
std-2908,Male,group C,bachelor's degree,1,0,20,56,75,41,192,D
std-2909,Male,group C,high school,1,0,75,100,50,59,284,B
std-2910,Male,group D,some high school,1,1,36,76,72,86,270,B
std-2911,Male,group C,some college,1,0,52,89,22,55,218,C
std-2912,Male,group E,bachelor's degree,0,1,42,78,86,38,244,C
std-2913,Male,group D,some college,1,1,47,83,78,100,308,B
std-2914,Male,group D,high school,0,0,38,85,74,60,257,B
std-2915,Male,group D,associate's degree,1,1,33,59,52,82,226,C
std-2916,Male,group B,high school,1,0,44,28,95,44,211,C
std-2917,Male,group C,some college,1,0,44,85,30,86,245,C
std-2918,Male,group E,high school,0,0,34,54,64,31,183,D
std-2919,Male,group D,high school,1,0,13,77,52,45,187,D
std-2920,Male,group D,high school,1,0,61,49,67,100,277,B
std-2921,Male,group E,bachelor's degree,0,1,81,51,37,50,219,C
std-2922,Male,group C,some college,1,0,77,62,71,78,288,B
std-2923,Male,group B,associate's degree,1,0,13,66,70,51,200,C
std-2924,Male,group B,high school,0,0,25,87,61,72,245,C
std-2925,Male,group B,some high school,0,0,37,70,77,72,256,B
std-2926,Male,group D,some college,1,0,29,79,47,44,199,D
std-2927,Male,group E,some college,0,1,45,100,88,98,331,A
std-2928,Male,group A,high school,1,0,15,50,63,50,178,D
std-2929,Male,group B,some college,1,0,88,93,83,79,343,A
std-2930,Male,group B,some college,1,0,71,78,32,77,258,B
std-2931,Male,group D,some college,1,0,39,100,79,100,318,B
std-2932,Male,group C,some high school,1,1,58,57,94,72,281,B
std-2933,Male,group E,some college,1,0,36,100,100,62,298,B
std-2934,Male,group E,high school,1,1,29,44,79,75,227,C
std-2935,Male,group B,high school,1,0,45,100,90,70,305,B
std-2936,Male,group C\n,some college,1,1,80,93,58,52,283,B
std-2937,Male,group E,master's degree,0,0,0,49,45,49,143,Fail
std-2938,Male,group D,associate's degree,0,0,28,83,56,30,197,D
std-2939,Male,group D,associate's degree,1,0,10,88,65,48,211,C
std-2940,Male,group D,bachelor's degree,0,1,64,87,66,58,275,B
std-2941,Male,group B,high school,1,0,39,44,59,56,198,D
std-2942,Male,group E,some college,1,1,17,91,49,79,236,C
std-2943,Male,group B,bachelor's degree,0,1,49,100,85,79,313,B
std-2944,Male,group E,some high school,0,0,39,60,52,46,197,D
std-2945,Male,group C,bachelor's degree,0,0,80,100,82,64,326,A
std-2946,Male,group B,some college,0,0,42,85,60,65,252,B
std-2947,Male,group C,bachelor's degree,0,1,63,57,100,77,297,B
std-2948,Male,group D,associate's degree,1,0,20,82,71,100,273,B
std-2949,Male,group D,master's degree,1,0,71,58,31,35,195,D
std-2950,Male,group C,bachelor's degree,0,0,68,63,56,94,281,B
std-2951,Male,group E,associate's degree,0,1,41,68,59,55,223,C
std-2952,Male,group A,some college,1,0,29,64,75,78,246,C
std-2953,Male,group D,bachelor's degree,0,1,86,75,52,48,261,B
std-2954,Male,group B,some high school,1,1,57,70,52,67,246,C
std-2955,Male,group D,high school,0,0,44,94,99,63,300,B
std-2956,Male,group C,some college,1,1,51,97,55,49,252,B
std-2957,Male,group D,associate's degree,1,1,53,91,58,81,283,B
std-2958,Male,group C,high school,0,1,58,86,45,85,274,B
std-2959,Male,group B,some high school,1,0,81,39,39,76,235,C
std-2960,Male,group C,high school,1,0,75,62,69,92,298,B
std-2961,Male,group B,bachelor's degree,0,1,39,75,64,28,206,C
std-2962,Male,group E,bachelor's degree,1,1,30,83,50,71,234,C
std-2963,Male,group D,bachelor's degree,0,0,38,90,37,39,204,C
std-2964,Male,group C,some college,1,1,32,80,68,50,230,C
std-2965,Male,group B,associate's degree,1,0,79,38,55,23,195,D
std-2966,Male,group E,bachelor's degree,0,0,32,49,56,100,237,C
std-2967,Male,group C,some college,1,0,39,73,67,60,239,C
std-2968,Male,group C,some college,1,0,34,61,35,70,200,C
std-2969,Male,group D,high school,0,1,59,100,95,100,354,A
std-2970,Male,group E,master's degree,1,1,15,60,57,74,206,C
std-2971,Male,group E,high school,1,0,53,74,74,37,238,C
std-2972,Male,group E,some high school,1,0,0,76,34,64,174,D
std-2973,Male,group A,high school,0,0,54,59,50,93,256,B
std-2974,Male,group D,associate's degree,1,0,62,57,69,85,273,B
std-2975,Male,group D,master's degree,1,1,22,68,84,51,225,C
std-2976,Male,group D,bachelor's degree,1,0,100,89,85,89,363,A
std-2977,Male,group C,bachelor's degree,1,0,96,70,42,95,303,B
std-2978,Male,group B,some high school,1,1,62,90,51,79,282,B
std-2979,Male,group B,some college,1,0,56,52,41,78,227,C
std-2980,Male,group D,some college,1,1,40,64,90,64,258,B
std-2981,Male,group B,high school,1,1,75,68,65,84,292,B
std-2982,Male,group C,bachelor's degree,1,1,46,65,76,77,264,B
std-2983,Male,group C\n,bachelor's degree,1,1,88,65,100,51,304,B
std-2984,Male,group D,high school,0,0,38,58,67,93,256,B
std-2985,Male,group D,some high school,1,0,53,91,77,77,298,B
std-2986,Male,group D,bachelor's degree,1,0,28,73,59,57,217,C
std-2987,Male,group E,some high school,0,0,73,84,82,42,281,B
std-2988,Male,group C,some high school,0,1,35,66,58,91,250,B
std-2989,Male,group B,high school,0,0,54,87,68,52,261,B
std-2990,Male,group D,associate's degree,1,0,32,61,68,96,257,B
std-2991,Male,group D,high school,1,1,41,60,100,100,301,B
std-2992,Male,group C,some college,1,0,47,60,77,44,228,C
std-2993,Male,group B,some high school,1,1,36,53,82,64,235,C
std-2994,Male,group B,associate's degree,1,0,35,79,54,49,217,C
std-2995,Male,group A,associate's degree,1,1,63,52,40,48,203,C
std-2996,Male,group C,associate's degree,1,0,72,99,61,87,319,B
std-2997,Male,group E,some college,1,0,76,38,29,43,186,D
std-2998,Male,group B,some college,1,0,32,79,42,48,201,C
std-2999,Male,group C,bachelor's degree,1,0,32,67,89,83,271,B
std-3000,Male,group D,some high school,0,0,54,51,48,80,233,C
std-3001,Male,group C,high school,1,0,45,17,100,67,229,C
std-3002,Male,group D,associate's degree,1,0,87,77,72,68,304,B
std-3003,Male,group D,associate's degree,0,1,45,91,64,53,253,B
std-3004,Male,group C,high school,1,1,58,65,35,96,254,B
std-3005,Male,group E,bachelor's degree,0,1,45,73,42,63,223,C
std-3006,Male,group C,high school,1,0,23,45,85,89,242,C
std-3007,Male,group B,some college,0,0,66,38,61,34,199,D
std-3008,Male,group C,bachelor's degree,1,1,62,77,83,51,273,B
std-3009,Male,group A,associate's degree,1,0,45,68,69,42,224,C
std-3010,Male,group B,some high school,0,0,8,83,67,37,195,D
std-3011,Male,group B,bachelor's degree,1,1,72,92,69,57,290,B
std-3012,Male,group C,associate's degree,1,1,39,95,53,57,244,C
std-3013,Male,group C,master's degree,0,1,39,68,91,57,255,B
std-3014,Male,group D,high school,1,0,24,88,47,54,213,C
std-3015,Male,group B,high school,1,0,53,60,85,66,264,B
std-3016,Male,group E,master's degree,1,1,81,17,69,37,204,C
std-3017,Male,group D,master's degree,0,0,27,82,63,55,227,C
std-3018,Male,group D,high school,0,0,30,84,66,54,234,C
std-3019,Male,group D,associate's degree,1,0,58,91,63,96,308,B
std-3020,Male,group B,bachelor's degree,0,1,51,64,92,56,263,B
std-3021,Male,group C,some high school,1,0,40,92,55,57,244,C
std-3022,Male,group C,some college,0,1,51,74,84,86,295,B
std-3023,Male,group B,associate's degree,0,0,52,79,59,33,223,C
std-3024,Male,group C,master's degree,0,0,26,63,66,85,240,C
std-3025,Male,group C,associate's degree,1,0,55,82,78,82,297,B
std-3026,Male,group B,high school,0,0,89,73,64,82,308,B
std-3027,Male,group B,high school,0,1,66,56,62,18,202,C
std-3028,Male,group E,high school,0,0,48,61,61,67,237,C
std-3029,Male,group B,associate's degree,0,0,78,75,98,84,335,A
std-3030,Male,group B,high school,1,1,37,64,62,75,238,C
std-3031,Male,group E,associate's degree,1,0,33,75,78,47,233,C
std-3032,Male,group D,bachelor's degree,0,0,50,65,62,62,239,C
std-3033,Male,group C,some high school,1,0,80,67,65,52,264,B
std-3034,Male,group A,associate's degree,1,0,6,74,65,47,192,D
std-3035,Male,group A,high school,0,0,70,63,48,66,247,C
std-3036,Male,group A,high school,1,0,48,62,74,71,255,B
std-3037,Male,group B,some college,1,0,83,61,79,69,292,B
std-3038,Male,group C,some college,0,0,27,100,79,64,270,B
std-3039,Male,group D,some college,1,1,98,95,81,66,340,A
std-3040,Male,group D,associate's degree,0,0,11,100,70,85,266,B
std-3041,Male,group C,associate's degree,1,1,38,85,83,93,299,B
std-3042,Male,group D,some college,1,0,75,90,78,52,295,B
std-3043,Male,group D,bachelor's degree,1,0,30,68,62,82,242,C
std-3044,Male,group C,high school,1,0,17,38,50,64,169,D
std-3045,Male,group B,some college,0,0,26,78,49,43,196,D
std-3046,Male,group D,some high school,0,1,35,97,51,52,235,C
std-3047,Male,group E,some college,1,1,76,99,98,100,373,A
std-3048,Male,group C,some college,1,0,25,63,47,86,221,C
std-3049,Male,group C,high school,1,1,35,39,63,42,179,D
std-3050,Male,group A,high school,0,0,63,76,57,62,258,B
std-3051,Male,group C,high school,1,0,70,77,65,44,256,B
std-3052,Male,group B,some college,1,1,64,95,73,77,309,B
std-3053,Male,group A,high school,1,1,100,75,61,43,279,B
std-3054,Male,group D,high school,1,0,85,58,66,78,287,B
std-3055,Male,group D,high school,0,0,43,66,54,45,208,C
std-3056,Male,group C,high school,1,0,49,72,65,100,286,B
std-3057,Male,group D,some college,1,0,66,84,49,58,257,B
std-3058,Male,group C,some college,0,1,23,87,85,82,277,B
std-3059,Male,group E,master's degree,1,0,57,54,64,43,218,C
std-3060,Male,group A,bachelor's degree,1,0,53,56,100,42,251,B
std-3061,Male,group B,associate's degree,1,0,66,63,68,73,270,B
std-3062,Male,group D,master's degree,1,0,15,65,90,37,207,C
std-3063,Male,group C,high school,1,0,61,92,86,100,339,A
std-3064,Male,group D,some high school,0,0,38,66,67,55,226,C
std-3065,Male,group E,some college,1,0,50,79,70,97,296,B
std-3066,Male,group D,some high school,1,1,59,85,86,56,286,B
std-3067,Male,group D,bachelor's degree,0,0,19,68,72,38,197,D
std-3068,Male,group C,some college,0,1,11,58,59,37,165,D
std-3069,Male,group D,some college,0,1,44,76,57,46,223,C
std-3070,Male,group D,master's degree,1,1,69,17,90,38,214,C
std-3071,Male,group C,associate's degree,1,0,26,91,82,9,208,C
std-3072,Male,group D,some college,0,0,28,45,66,63,202,C
std-3073,Male,group C,associate's degree,0,1,46,100,74,40,260,B
std-3074,Male,group C,high school,0,0,35,65,64,47,211,C
std-3075,Male,group B,master's degree,1,0,33,100,54,71,258,B
std-3076,Male,group B,some college,1,1,69,77,41,81,268,B
std-3077,Male,group C,some high school,0,0,48,86,60,62,256,B
std-3078,Male,group B,some college,1,0,74,93,79,100,346,A
std-3079,Male,group C\n,high school,1,1,35,81,73,28,217,C
std-3080,Male,group E,some college,1,1,63,98,87,51,299,B
std-3081,Male,group D,some high school,1,0,22,82,87,9,200,C
std-3082,Male,group C,some college,1,1,88,87,73,78,326,A
std-3083,Male,group D,high school,1,0,56,79,67,77,279,B
std-3084,Male,group B,high school,1,1,68,67,81,65,281,B
std-3085,Male,group B,bachelor's degree,1,0,21,90,89,88,288,B
std-3086,Male,group A,master's degree,1,1,46,47,77,33,203,C
std-3087,Male,group C,high school,0,0,47,77,58,53,235,C
std-3088,Male,group C,high school,1,0,55,82,63,88,288,B
std-3089,Male,group E,some college,0,1,80,91,50,49,270,B
std-3090,Male,group A,bachelor's degree,1,1,53,68,68,55,244,C
std-3091,Male,group C,some college,1,0,48,46,39,58,191,D
std-3092,Male,group E,some college,1,0,22,52,34,35,143,Fail
std-3093,Male,group C,high school,0,0,47,66,62,26,201,C
std-3094,Male,group E,some college,1,0,38,88,69,100,295,B
std-3095,Male,group D,some college,1,0,27,93,62,55,237,C
std-3096,Male,group C,some college,0,0,52,52,83,49,236,C
std-3097,Male,group C,some college,1,0,53,53,60,84,250,B
std-3098,Male,group D,bachelor's degree,0,1,58,70,100,47,275,B
std-3099,Male,group C,bachelor's degree,0,0,70,37,56,52,215,C
std-3100,Male,group C,some high school,1,0,27,63,100,56,246,C
std-3101,Male,group E,some college,1,1,57,79,79,43,258,B
std-3102,Male,group B,high school,1,1,90,65,32,55,242,C
std-3103,Male,group C,high school,1,1,74,100,76,45,295,B
std-3104,Male,group C,associate's degree,0,0,61,71,77,59,268,B
std-3105,Male,group D,some high school,1,1,84,17,81,72,254,B
std-3106,Male,group B,high school,1,0,12,95,38,61,206,C
std-3107,Male,group B,associate's degree,1,0,37,81,73,84,275,B
std-3108,Male,group C,bachelor's degree,1,0,77,72,88,44,281,B
std-3109,Male,group B,some high school,0,0,53,77,100,57,287,B
